TYPE,TEXT
TAXES,Why is the real estate excise tax referred to as an excise tax instead of a sale tax in the United States?
TAXES,"For IRS form 8938, how is interest in specified foreign financial assets determined?"
TAXES,Can Family Cottage LLC contributions be taxed?
TAXES,How does the IRS define non-compliance?
TAXES,Do state payroll taxes qualify for SALT deductions?
TAXES,W8-BEN for an Indian Citizen
TAXES,What does 22/30 mean when talking taxes and selling an apartment?
TAXES,Filling Robinhoods tax certification as a non-US Person
TAXES,What is a non-UK resident for the purpose of paying SDLT?
TAXES,How Does a Workplace Pension Interact With A SIPP In The UK
TAXES,Does Contributions To A Simple 401K Plan Count Toward The Yearly Normal 401K Contribution Limit?
TAXES,"To opt out from the long-term-care payroll tax in WA, does the LTC insurance have to be active by Nov 1, 2021, or simply be purchased by Nov 1, 2021?"
TAXES,How does tax-deferred pension savings carry any long-term benefit over taxable accounts?
TAXES,How would this trade be taxed?
TAXES,What are the appropriate forms to file when using a mega-backdoor?
TAXES,Should I realize short term gains to make use of short term losses or offset against long term gains?
TAXES,Stepping up cost-basis on primary residence
TAXES,File Dual Status tax with one W-2
TAXES,Germany - Nebenbesch;ftigung under 450 EUR classified as Steuerklasse 6 instead of Minijob all the time. Retroactively fixable?
TAXES,LLCs and double-tax treaty in Portugal
TAXES,How is Company Share Option Plans (CSOP) share price calculated when the company hasnt gone public?
TAXES,When is it ok to switch from a FIFO cost basis to LIFO?
TAXES,When a position in a United States SEP account is sold are there any tax consequences if the sale proceeds remain in the SEPs deposit account?
TAXES,Sole trader GST for small income business in Australia (aside from main salary)
TAXES,UK Capital Gains Tax Increase
TAXES,What is the difference between succession tax and inheritance tax?
TAXES,"529 college saving plan only affect state tax return but not federal tax return, correct?"
TAXES,Live in Florida  work remote for a New York company. Do I owe NY state income tax?
TAXES,How much more tax will I pay on dividends for US stocks as an Irish tax resident?
TAXES,Does a public companys tax comes from financial reports?
TAXES,Can I deduct repaid healthcare marketplace subsidy 3 years later
TAXES,"Does the UK self-employment allowance of 1,000 add up to the Personal Allowance?"
TAXES,Live in an EU country and pay taxes in your home country(non-EU)?
TAXES,UK tax implications on money in home country
TAXES,Fractional cents in price that includes tax
TAXES,Tax nexus for remote working
TAXES,"Do we get the deferred tax property like an IRA or 401(k), when we buy a mutual fund?"
TAXES,How do taxes work on an MLP whose cost basis hits zero?
TAXES,Does renouncing ones US citizenship have the same tax implications as renouncing ones US lawful permanent resident status (=giving up green card)?
TAXES,What will happen to the amount of money I contributed exceeding my RRSP limit and will I pay a penalty?
TAXES,Can a company with a non-citizen/not green card holder board member taxed as an S-Corp?
TAXES,Double taxation of US person receiving income from EU corporation
TAXES,Do I pay taxes on BAT (basic attention token) when using brave wallet?
TAXES,Paying Local Taxes in Pennsylvania when working remote for a company in a different state
TAXES,I called and verified my identification but the gentleman never gave me a IP PIN so I cant file without it. Cant use the online tool to get it
TAXES,Company owners gift to ex-employee
TAXES,How can I calculate which country has the best wage to living expense ratio?
TAXES,How do you pay other countries sales taxes when selling internationally?
TAXES,Is the signature of a non-US branch of a US financial institution accepted by the French tax authorities for French Form 5000 a.k.a. CERFA 5000?
TAXES,Why not solely use IRA for investing taxed income
TAXES,1031 exchange to buy out another party?
TAXES,What are the implications of employer increasing allowances on W-4?
TAXES,"How do I register my US business for VAT OSS, without a SWIFT and/or BIC code?"
TAXES,Significant Capital Gain -- how to pay quarterly estimate taxes correctly?
TAXES,Does the New Mexico Gross Receipts tax apply to non-business sale of personal property?
TAXES,How is long-term vs short-term capital gains calculated for USA resident aliens?
TAXES,Getting taxed on RSUs(USA)?
TAXES,What are the tax implications for leftover financial aid and scholarship money?
TAXES,"If my account only sells crypto, will I get taxed?"
TAXES,Are the Depository Trust Company (DTC) fees paid on American depositary receipts (ADR) tax-deductible?
TAXES,What are the legal and tax implications of crypto lending?
TAXES,How to avoid the $800 minimum franchise tax as a California resident with out-of-state business?
TAXES,Are digital services taxable?
TAXES,How much is $1K worth if I need to pay $100 in taxes if I liquidate now?
TAXES,Import Duty from Holland to UK For a Card Game
TAXES,Why is UK National Insurance calculated weekly?
TAXES,How is prize money taxed in India?
TAXES,What options do I have to transfer money to UK
TAXES,Dual Citizen (US / CDN) wants to buy US equities in Canadian brokerage
TAXES,Are taxes on dividends marginal based on tax bracket like regular income?
TAXES,Filling out HMRC starter checklist while being self-employed
TAXES,"For this one case, would my Bitcoin-to-fiat conversion be tax free?"
TAXES,Reduce income tax deduction after being unemployed
TAXES,How to correct mistake on CA 540 NR?
TAXES,Why are taxes so complicated if they really want to be paid?
TAXES,Can I pay my baby an income to max out a custodial Roth IRA without paying/filing taxes for him?
TAXES,Where does state tax come into the picture in Sweden?
TAXES,"If I buy a property that has a home on it and subdivide the land and sell off the home for less than I bought it for, is that a capital loss?"
TAXES,Can the time to file an 83b start before a business entity is created?
TAXES,Starting/acquiring a business to minimize RMDs
TAXES,"As a Non-US freelancer, do I need to pay tax in the USA for money earned outside USA?"
TAXES,How to pay taxes if I have no money?
TAXES,Do I have to pay GST for online micro works like surveys and providing AI training data etc.?
TAXES,Does a US LLC owned by a non-resident alien have to pay US taxes if it operates exclusively online?
TAXES,Transferring deceased owners IRA to my inherited IRA
TAXES,Documentation for deducting private school tuition as medical expense
TAXES,Does transferring assets from regular brokerage to revocable trust generate a taxable event?
TAXES,Do all US companies have to follow GAAP reporting standards for profits and losses?
TAXES,UK - Can I buy things for myself through my company?
TAXES,Taxes on stocks/cryptocurrency day trading
TAXES,Partial 1031 exchange from home sale
TAXES,1031 exchange and cash boot
TAXES,What is the gift tax rate in Germany if I give my cousins money?
TAXES,Can Salary sacrifice be used for Environmental projects
TAXES,Can I legally work remotely for a company in UK from India?
TAXES,How do I avoid paying tax on a cryptocurrency gain that I have already lost?
TAXES,Living in France  working remotely in Germany - Tax class
TAXES,is there a process for ending tax residency in the US / Massachusetts
TAXES,Which mailing address to use for disputing a California Franchise Tax Board 5818 Notice?
TAXES,Is any international (ie. non-U.S.A.) foreign financial securities market tax free or significantly less taxed than USA markets?
TAXES,Which box do i check on the U.S Indicia if i am working on STEM OPT on an f1 visa
TAXES,How can I get a copy of a letter / notice from the IRS from 2004?
TAXES,"After paying off your home, could you sell it to a confidant for $1, then buy it back for $1 in order to get lower property taxes in CA?"
TAXES,What counts as a scholarship for 529 fund purposes?
TAXES,How to minimize customs handling fees while buying online
TAXES,Filling w8Ben as an independent contractor India
TAXES,Does it often make sense to sell an equity while it still is a short-term loss?
TAXES,Do scholarships and PhD stipends count as taxable compensation for Roth IRA limits?
TAXES,Filing the W-8BEN as a working professional on an F-1 visa
TAXES,Is a tax deduction possible for tuition fees in Germany?
TAXES,Non-resident alien tax rate on income from TD Ameritrades Fully Paid Lending Income Program
TAXES,Equivalent of Irish domiciled ETFs for individual stocks
TAXES,"What is tax form SA2002, in the UK"
TAXES,Has there been any studies or economic theories regarding HSA and whether to save/spend
TAXES,Converting Portion of 401K Rollover Traditional IRA to Roth IRA
TAXES,Any capital gains taxes owed for non-residents selling stock in Canada?
TAXES,Japanese job and UK taxes
TAXES,"Selling apartment, what taxes do I have to pay?"
TAXES,NPS[India] taxation in the US
TAXES,Is the employee-paid premium on a health insurance plan that is shared with a non-dependent tax deductible?
TAXES,HSA transfers after rollover within past 12 months
TAXES,Online Hackathon prize money taxation and exceptions
TAXES,"Is tax liability from a trust distribution, made in payment on behalf of the beneficiary instead of to them, defered to the beneficiary?"
TAXES,"What is the penalty, if any, for mistakenly paying US federal taxes as US tax resident instead of a non-US tax resident?"
TAXES,"If I already had taxes withheld, will I get a refund for investing in a Qualified Opportunity Zone (QOZ)?"
TAXES,Is it possible to refund the previously paid taxes by changing the LLC to S-Corp?
TAXES,Is it possible to establish an S-Corp using EAD/AP combo card?
TAXES,sold property in the Philippines and asked money to be sent here in US
TAXES,"Taxes, ETF domiciled in Germany for non residents"
TAXES,Is it legal to estimate my income in a way that causes me to overpay tax but file timely?
TAXES,Confirm delivery of tax payment
TAXES,Freelancing from India to USA Employer - Upwork or USA Local Bank Account?
TAXES,Borrow and return HSA funds in same tax year - taxes and/or penalty?
TAXES,401K Loan - Company switched providers and rules
TAXES,Child tax credit: should I file as a non-filer?
TAXES,Can a LLC company with citizen(s)/resident(s) of the US and non-citizen/non-resident board members be filed for tax as a S-Corp?
TAXES,Is it possible to comprehensively compare personal tax rates between countries?
TAXES,What options are available if the IRS denies appeals for waiving missing form fee?
TAXES,How do I report a gain in bitcoin that I received as reimbursement for buying a waffle iron?
TAXES,2021 tax credits - How does child tax credit affect other tax credits?
TAXES,Advice contacting the IRS? Refund still pending from 2019
TAXES,US nonresident alien tax when selling master limited partnership that has no Effectively Connected Income
